"","X","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","total_engagement","parsed_timestamp","adjusted_timestamp","parsed_date","parsed_time","post_hour"
"111",111,310668279073583,"Ward Village","Looking for a summer playlist? Here's one from T&C Surf at Ward Centre. > http://spoti.fi/2tcrYwv","2017-06-29T22:15:05+0000","link","http://spoti.fi/2tcrYwv","310668279073583_958172804323124",NA,1,0,0,1,2017-06-29 22:15:05,2017-06-29 12:15:05,"06/29/17","12:15","12"
"112",112,310668279073583,"Ward Village","Live from Ward Village, Amanda Dameron editor-in-chief of Dwell Magazine, talks about Small Space, Big Design.","2017-06-29T04:45:34+0000","video","https://www.facebook.com/WardVillage/videos/957500517723686/","310668279073583_957500517723686","Ward Village was live — at Ward Village.",9,2,1,12,2017-06-29 04:45:34,2017-06-28 18:45:34,"06/28/17","18:45","18"
"113",113,310668279073583,"Ward Village","This week in Ward Village, we save lives!

RSVP to help us here http://bit.ly/2qBwIcX","2017-06-26T22:10:00+0000","video","https://www.facebook.com/WardVillage/videos/936403833166688/","310668279073583_936403833166688",NA,4,1,0,5,2017-06-26 22:10:00,2017-06-26 12:10:00,"06/26/17","12:10","12"
"114",114,310668279073583,"Ward Village","On this Aloha Friday, we're sharing 7 cocktail recipes for you to try this summer (courtesy of Real A Gastropub). http://bit.ly/2szJEUk","2017-06-23T22:15:10+0000","link","http://bit.ly/2s4XN8E","310668279073583_953988424741562",NA,0,0,0,0,2017-06-23 22:15:10,2017-06-23 12:15:10,"06/23/17","12:15","12"
"115",115,310668279073583,"Ward Village","Meet neighborhood local Malia Johnson, owner of Sedona Hawaii. Malia says she loves listening to Despacito in the mornings and when her son asks her why she plays it so loud she responds, ""Because it makes me want to dance!""","2017-06-20T22:45:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/952173544923050/?type=3","310668279073583_952173544923050",NA,3,1,0,4,2017-06-20 22:45:02,2017-06-20 12:45:02,"06/20/17","12:45","12"
"116",116,310668279073583,"Ward Village","To all the dads: Hau‘oli Makua Kāne Lā (Happy Father's Day) from all of us at Ward Village!

Pictured: Keanu with dad David, owner of ‘Ōiwi Ocean Gear at Ward Warehouse.","2017-06-18T18:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/951003201706751/?type=3","310668279073583_951003201706751",NA,6,0,2,8,2017-06-18 18:00:02,2017-06-18 08:00:02,"06/18/17","08:00","08"
"117",117,310668279073583,"Ward Village","Today's a big day for Hawai‘i, because today the Hōkūle‘a is home from their journey around the world. > http://bit.ly/2r3rirO","2017-06-17T18:00:00+0000","link","http://bit.ly/2r3rirO","310668279073583_945715932235478",NA,35,2,6,43,2017-06-17 18:00:00,2017-06-17 08:00:00,"06/17/17","08:00","08"
"118",118,310668279073583,"Ward Village","""One of my favorite things about coming to the Kaka‘ako Farmers Market is being surprised by what I find."" - Jordan Higa, Honolulu. > http://bit.ly/2tcuKSf

Farmers Market will be open tomorrow in the Ward Warehouse parking lot from 8am - 12p!","2017-06-17T04:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/950083465132058/?type=3","310668279073583_950083465132058",NA,4,0,0,4,2017-06-17 04:00:02,2017-06-16 18:00:02,"06/16/17","18:00","18"
"119",119,310668279073583,"Ward Village","Did you know Alaska Airlines flies to 37 different destinations? Where would you fly & who would you take with you, if you won the Ward & Win Grand Prize of 10 Round Trip Tickets?

Details: http://bit.ly/2sbVZfj","2017-06-15T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/939753796165025/?type=3","310668279073583_939753796165025",NA,3,0,0,3,2017-06-15 22:00:00,2017-06-15 12:00:00,"06/15/17","12:00","12"
"120",120,310668279073583,"Ward Village","Meet Amy Sun. A soon-to-be, Ward Village resident from Ke Kilohana. > http://bit.ly/2sUOhWa","2017-06-14T22:30:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/948648175275587/?type=3","310668279073583_948648175275587",NA,5,0,0,5,2017-06-14 22:30:02,2017-06-14 12:30:02,"06/14/17","12:30","12"
"121",121,310668279073583,"Ward Village","Tucked in the back of the city of Honolulu are 3 hikes for any nature lover. Find out which ones they are on the blog > http://bit.ly/2sqgWGx","2017-06-13T22:30:05+0000","link","http://bit.ly/2sZVfKK","310668279073583_947913008682437",NA,8,0,0,8,2017-06-13 22:30:05,2017-06-13 12:30:05,"06/13/17","12:30","12"
"122",122,310668279073583,"Ward Village","Honolulu's popular south shore swells include Bowls, Kewalos and Courts. But do you think you can name South Shore's forgotten wave? > http://bit.ly/2rfuD6e","2017-06-11T18:00:00+0000","link","http://bit.ly/2rfuD6e","310668279073583_945682275572177",NA,4,0,4,8,2017-06-11 18:00:00,2017-06-11 08:00:00,"06/11/17","08:00","08"
"123",123,310668279073583,"Ward Village","Did you know Consolidated Theatres plays films for $1 at their summer-long Keiki Film Hui? Details here > http://bit.ly/2sgKaHm","2017-06-10T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/944479345692470/?type=3","310668279073583_944479345692470",NA,12,3,4,19,2017-06-10 18:00:00,2017-06-10 08:00:00,"06/10/17","08:00","08"
"124",124,310668279073583,"Ward Village","We want to know: what's your secret ingredient for the perfect beach BBQ?

Ours? Friends & family!","2017-06-09T22:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/944456185694786/?type=3","310668279073583_944456185694786",NA,1,0,0,1,2017-06-09 22:15:00,2017-06-09 12:15:00,"06/09/17","12:15","12"
"125",125,310668279073583,"Ward Village","Local fashion designer, Amos Kotomori, is popping-up in South Shore Market. On the blog, he tells us about his designs and the future of fashion in Hawai‘i. 

http://bit.ly/2sZWWXI","2017-06-09T04:45:00+0000","link","http://bit.ly/2sZWWXI","310668279073583_945142548959483",NA,6,0,0,6,2017-06-09 04:45:00,2017-06-08 18:45:00,"06/08/17","18:45","18"
"126",126,310668279073583,"Ward Village","South Shore swells are in for summer! Check them out on our South Shore Surf Cam. PS: Did you know you can control our camera too?

http://bit.ly/2sBQFSs","2017-06-07T03:45:00+0000","link","http://bit.ly/2sBQFSs","310668279073583_944064945733910",NA,4,0,0,4,2017-06-07 03:45:00,2017-06-06 17:45:00,"06/06/17","17:45","17"
"127",127,310668279073583,"Ward Village","11 dancers + 10 gallons of paint = Paint by Number, a performance by the IONA Contemporary Dance Theatre. Learn more & purchase tickets to this unique show here > http://bit.ly/2s0g9rP","2017-06-05T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/936262669847471/?type=3","310668279073583_936262669847471",NA,12,0,5,17,2017-06-05 22:00:00,2017-06-05 12:00:00,"06/05/17","12:00","12"
"128",128,310668279073583,"Ward Village","What do you get when you combine shopping, activities, live entertainment, libations, food, family, friends and fun? New Wave Friday, our free event at South Shore Market on 6/9! Details: http://bit.ly/2r1vnzr","2017-06-04T18:00:00+0000","video","https://www.facebook.com/WardVillage/videos/936250413182030/","310668279073583_936250413182030",NA,31,0,4,35,2017-06-04 18:00:00,2017-06-04 08:00:00,"06/04/17","08:00","08"
"129",129,310668279073583,"Ward Village","We're celebrating 30 years of Dirty Dancing at Courtyard Cinema next Thursday (6/8). RSVP here > http://bit.ly/CCinemaJun17","2017-06-03T19:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/936253966515008/?type=3","310668279073583_936253966515008",NA,5,0,1,6,2017-06-03 19:00:00,2017-06-03 09:00:00,"06/03/17","09:00","09"
"130",130,310668279073583,"Ward Village","Our newest issue of the Forward Journal is on stands throughout Ward Village now! Can't pick up a physical copy?
 Read our digital copy here: http://bit.ly/2snO4ea","2017-06-02T22:00:00+0000","link","http://bit.ly/2snO4ea","310668279073583_940195322787539",NA,5,0,0,5,2017-06-02 22:00:00,2017-06-02 12:00:00,"06/02/17","12:00","12"
"131",131,310668279073583,"Ward Village","Where would you fly if you won 10 Roundtrip Tickets to anywhere Alaska Airlines flies? Play Ward & Win now through July 31st for your shot at the grand prize AND over 690,000 other prizes!

Details: http://bit.ly/2rCMd8N","2017-06-01T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/939734909500247/?type=3","310668279073583_939734909500247",NA,7,0,0,7,2017-06-01 22:00:00,2017-06-01 12:00:00,"06/01/17","12:00","12"
"132",132,310668279073583,"Ward Village","The coolest thing happening this month is happening in our Courtyard! A talk story with the Hōkūle‘a crew tomorrow, 5/31. Details & RSVP here > http://bit.ly/2rM4Frz","2017-05-30T22:30:00+0000","link","http://bit.ly/2rM4Frz","310668279073583_934519193355152",NA,7,0,1,8,2017-05-30 22:30:00,2017-05-30 12:30:00,"05/30/17","12:30","12"
"133",133,310668279073583,"Ward Village","Happy Memorial Day from all of us at Ward Village.

PS: The Shops are open! Hours here: http://bit.ly/2qh264y","2017-05-29T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/936305696509835/?type=3","310668279073583_936305696509835",NA,4,0,0,4,2017-05-29 18:00:00,2017-05-29 08:00:00,"05/29/17","08:00","08"
"134",134,310668279073583,"Ward Village","What are you doing this Memorial Day? > http://bit.ly/2r1tRLK","2017-05-28T19:00:00+0000","link","http://bit.ly/2r1tRLK","310668279073583_936305436509861",NA,11,0,2,13,2017-05-28 19:00:00,2017-05-28 09:00:00,"05/28/17","09:00","09"
"135",135,310668279073583,"Ward Village","Happy Aloha Friday from Waiea!

http://bit.ly/2rHFutY","2017-05-27T03:45:00+0000","video","https://www.facebook.com/WardVillage/videos/937328773074194/","310668279073583_937328773074194",NA,14,0,0,14,2017-05-27 03:45:00,2017-05-26 17:45:00,"05/26/17","17:45","17"
"136",136,310668279073583,"Ward Village","Anaha’s acrylic bottom pool is the first of its kind in Hawai’i! This cool lap pool cantilevers 15 feet from the edge and sits 75 feet high above the plaza below.

Learn more about Anaha's amenities here: http://bit.ly/2rFpIQa","2017-05-26T03:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/936431749830563/?type=3","310668279073583_936431749830563",NA,54,3,7,64,2017-05-26 03:15:00,2017-05-25 17:15:00,"05/25/17","17:15","17"
"137",137,310668279073583,"Ward Village","After 3 years at sea, the Hōkūle‘a will be home soon! On the blog, Austin Kino - a crew member - shares his thoughts on their worldwide journey, Mālama Honua. > http://bit.ly/2rurzY1","2017-05-24T22:15:00+0000","link","http://bit.ly/2rurzY1","310668279073583_934529180020820",NA,6,0,0,6,2017-05-24 22:15:00,2017-05-24 12:15:00,"05/24/17","12:15","12"
"138",138,310668279073583,"Ward Village","It's mango season! We're celebrating with the history of mangoes in Hawaii + a mango bread recipe! Plus, Chef Russell Siu from Kakaako Kitchen tells us how he likes to enjoy this sweet treat. > http://bit.ly/2qNQRQl","2017-05-23T22:15:00+0000","link","http://bit.ly/2qNQRQl","310668279073583_934512886689116",NA,9,0,1,10,2017-05-23 22:15:00,2017-05-23 12:15:00,"05/23/17","12:15","12"
"139",139,310668279073583,"Ward Village","We sat down with Chef Andrew Le of Piggy Smalls to find out just what makes their food so tasty and their restaurant so successful. Find out what it is here. > http://bit.ly/2qNWQEr","2017-05-22T22:15:00+0000","link","http://bit.ly/2qNWQEr","310668279073583_934515156688889",NA,8,0,0,8,2017-05-22 22:15:00,2017-05-22 12:15:00,"05/22/17","12:15","12"
"140",140,310668279073583,"Ward Village","We got to hang out with Brian, chef & owner of the newly opened Scratch Kitchen & Meatery. Here's what we learned about his farm to table process. > http://bit.ly/2rxgQsk","2017-05-19T22:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/932303260243412/?type=3","310668279073583_932303260243412",NA,9,0,0,9,2017-05-19 22:15:00,2017-05-19 12:15:00,"05/19/17","12:15","12"
"141",141,310668279073583,"Ward Village","Your sweet tooth craving just got cured! Help us welcome Lucy's Lab Creamery to the Ward Village ‘ohana. 

Learn more here > http://bit.ly/2pZ9DRf","2017-05-19T03:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/932276126912792/?type=3","310668279073583_932276126912792",NA,10,0,1,11,2017-05-19 03:00:00,2017-05-18 17:00:00,"05/18/17","17:00","17"
"142",142,310668279073583,"Ward Village","Friday nights have never been better. New Wave Friday is happening tonight at South Shore Market. http://bit.ly/2pDYViW","2017-05-12T22:00:00+0000","video","https://www.facebook.com/WardVillage/videos/927720690701669/","310668279073583_927720690701669",NA,11,0,1,12,2017-05-12 22:00:00,2017-05-12 12:00:00,"05/12/17","12:00","12"
"143",143,310668279073583,"Ward Village","Guess who got cited as the ""best-planned community in the U.S."" by Architectural Digest? We did.

Full article here: http://bit.ly/2qUCWbm","2017-05-12T05:30:00+0000","link","http://bit.ly/2qUCWbm","310668279073583_927720510701687",NA,60,1,11,72,2017-05-12 05:30:00,2017-05-11 19:30:00,"05/11/17","19:30","19"
"144",144,310668279073583,"Ward Village","The Inaugural Honolulu Biennial 2017 has officially come to a close, but art lives on in Ward Village.","2017-05-09T22:00:00+0000","video","https://www.facebook.com/WardVillage/videos/910595242414214/","310668279073583_910595242414214",NA,19,0,2,21,2017-05-09 22:00:00,2017-05-09 12:00:00,"05/09/17","12:00","12"
"145",145,310668279073583,"Ward Village","How amazing would it be to say you witnessed a historic event in Hawai‘i's history? The Honolulu Biennial comes to a close tonight at 7pm at The Hub. Hurry down before it's gone. Learn more here: http://bit.ly/2nMawe6 

Art: Crystal Palace: The Great Exhibition of the Works of Industry of all Nuclear Nations (series) by Ken + Julia Yonetani","2017-05-09T02:21:39+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/926094777530927/?type=3","310668279073583_926094777530927",NA,3,0,0,3,2017-05-09 02:21:39,2017-05-08 16:21:39,"05/08/17","16:21","16"
"146",146,310668279073583,"Ward Village","Stumped on what to do for Mom this Mother's Day? Check out our nifty gift guide (and contest) here! > http://bit.ly/2qKCCbr","2017-05-05T03:02:28+0000","link","http://bit.ly/2qKCCbr","310668279073583_923650934441978",NA,6,0,0,6,2017-05-05 03:02:28,2017-05-04 17:02:28,"05/04/17","17:02","17"
"147",147,310668279073583,"Ward Village","Last chance! The Honolulu Biennial is coming to a close, join us at the closing party of the inaugural event this Saturday, May 6th. Learn more > http://p.ctx.ly/r/498b","2017-05-03T21:40:05+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/922981574508914/?type=3","310668279073583_922981574508914",NA,4,0,1,5,2017-05-03 21:40:05,2017-05-03 11:40:05,"05/03/17","11:40","11"
"148",148,310668279073583,"Ward Village","Many of this year's Honolulu Biennial art installations involved the theme of Navigation. Check out some of the navigation installations here.","2017-05-02T22:30:00+0000","video","https://www.facebook.com/WardVillage/videos/921951864611885/","310668279073583_921951864611885",NA,9,2,2,13,2017-05-02 22:30:00,2017-05-02 12:30:00,"05/02/17","12:30","12"
"149",149,310668279073583,"Ward Village","Happy May Day!

#MayDay","2017-05-01T22:00:00+0000","video","https://www.facebook.com/WardVillage/videos/921822087958196/","310668279073583_921822087958196",NA,10,0,0,10,2017-05-01 22:00:00,2017-05-01 12:00:00,"05/01/17","12:00","12"
"150",150,310668279073583,"Ward Village","Yayoi Kusama's I'm Here, but Nothing Exhibit, a part of the Honolulu Biennial, is like walking in to another world! Learn more here > http://bit.ly/2nnv7Xb","2017-04-25T22:27:43+0000","video","https://www.facebook.com/WardVillage/videos/910588195748252/","310668279073583_910588195748252",NA,10,0,3,13,2017-04-25 22:27:43,2017-04-25 12:27:43,"04/25/17","12:27","12"
"151",151,310668279073583,"Ward Village","Did you know, Nobu Honolulu is now open for lunch from Friday - Sunday? Full hours of operation on our website here http://bit.ly/2ol7P5k

Photo by Henry Hargreaves, Courtesy of Nobu","2017-04-24T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/909395792534159/?type=3","310668279073583_909395792534159",NA,5,0,0,5,2017-04-24 18:00:00,2017-04-24 08:00:00,"04/24/17","08:00","08"
"152",152,310668279073583,"Ward Village","By stepping in to this art installation, you are a part of the art. Check out teamLab's Graffiti Nature at The Hub! #WeAreWard","2017-04-22T05:00:25+0000","video","https://www.facebook.com/WardVillage/videos/916622658478139/","310668279073583_916622658478139",NA,12,2,0,14,2017-04-22 05:00:25,2017-04-21 19:00:25,"04/21/17","19:00","19"
"153",153,310668279073583,"Ward Village","One of our favorite things about the Honolulu Biennial? That it showcases local & global indigenous art installations. Some for the very first time on an international scale.","2017-04-20T22:45:00+0000","video","https://www.facebook.com/WardVillage/videos/910583529082052/","310668279073583_910583529082052",NA,8,0,1,9,2017-04-20 22:45:00,2017-04-20 12:45:00,"04/20/17","12:45","12"
"154",154,310668279073583,"Ward Village","Hawai‘i is head-over-heels for sushi. But do you know how to distinguish between the different types? Learn how on the blog > http://bit.ly/2oXgxZP","2017-04-20T04:15:00+0000","link","http://bit.ly/2oXgxZP","310668279073583_915297668610638",NA,6,0,0,6,2017-04-20 04:15:00,2017-04-19 18:15:00,"04/19/17","18:15","18"
"155",155,310668279073583,"Ward Village","Have you visited teamLab's Graffiti Nature exhibit at The Hub yet? We promise, you'll love it.","2017-04-16T18:00:00+0000","video","https://www.facebook.com/WardVillage/videos/910580962415642/","310668279073583_910580962415642",NA,17,3,4,24,2017-04-16 18:00:00,2017-04-16 08:00:00,"04/16/17","08:00","08"
"156",156,310668279073583,"Ward Village","The 8-course Chef Nobu Omakase will feature Botan Ebi Kimizu Ceviche with Caviar, Hatsu Katsuo New Style Sashimi with Crispy Quinoa, Umami King Salmon Sashimi Salad with Jalapeno Dressing & Karasumi Truffle Powder, courses of Nobu’s famed Black Cod with Miso (pictured) and Waygu Steak, plus sushi and dessert. This special menu is priced at $160 per person and will only be offered April 18-20 during Chef Nobu’s visit. Nobu Honolulu is now taking reservations at (808) 237-6999

Photo by Steve Freeman, Courtesy of Nobu Honolulu","2017-04-15T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/910584929081912/?type=3","310668279073583_910584929081912",NA,7,0,1,8,2017-04-15 18:00:00,2017-04-15 08:00:00,"04/15/17","08:00","08"
"157",157,310668279073583,"Ward Village","Planning your visit to the Honolulu Biennial? Here are the art installation exhibits throughout Ward Village.","2017-04-14T22:05:00+0000","video","https://www.facebook.com/WardVillage/videos/909350615872010/","310668279073583_909350615872010",NA,9,0,0,9,2017-04-14 22:05:00,2017-04-14 12:05:00,"04/14/17","12:05","12"
"158",158,310668279073583,"Ward Village","We have 3 prizes left to giveaway for our #DressedToMatch contest that runs through the end of April! Details here > http://bit.ly/2omgCTU","2017-04-13T22:05:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/909349772538761/?type=3","310668279073583_909349772538761",NA,4,0,0,4,2017-04-13 22:05:00,2017-04-13 12:05:00,"04/13/17","12:05","12"
"159",159,310668279073583,"Ward Village","We've partnered with Anna Sachs for the Honolulu Biennial! Follow along on Instagram for a chance to win a Vintage Yayoi Kusama Handbag, valued at $2,700.","2017-04-12T22:15:00+0000","video","https://www.facebook.com/WardVillage/videos/909352272538511/","310668279073583_909352272538511",NA,16,1,3,20,2017-04-12 22:15:00,2017-04-12 12:15:00,"04/12/17","12:15","12"
"160",160,310668279073583,"Ward Village","Experience New Wave Friday, a monthly pau hana event at South Shore Market where you can drink, shop and have fun! Inaugural New Wave Friday THIS FRIDAY, 4/14 at 5pm. Details here > http://bit.ly/2p17RiG","2017-04-11T23:06:28+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/909385569201848/?type=3","310668279073583_909385569201848",NA,10,0,0,10,2017-04-11 23:06:28,2017-04-11 13:06:28,"04/11/17","13:06","13"
"161",161,310668279073583,"Ward Village","Guess who officially joined the Ward Village ‘Ohana? Scratch Kitchen & Meatery, now open at South Shore Market. Hours here > http://bit.ly/2p0TJWH","2017-04-11T03:00:49+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/909370705870001/?type=3","310668279073583_909370705870001",NA,19,0,0,19,2017-04-11 03:00:49,2017-04-10 17:00:49,"04/10/17","17:00","17"
"162",162,310668279073583,"Ward Village","Alexander Lee's Te Atua Vahine Mana Ra o Pere is regarded as one of the most Instgrammable artworks of the 2017 @honolulubiennial. Do you agree? #WeAreWard","2017-04-08T04:55:04+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/907472639393141/?type=3","310668279073583_907472639393141",NA,3,0,0,3,2017-04-08 04:55:04,2017-04-07 18:55:04,"04/07/17","18:55","18"
"163",163,310668279073583,"Ward Village","With a focus on the Pacific Region, the Honolulu Biennial is home to many works of art by local and international Indigienous artists. Here's a taste. Learn more > http://bit.ly/2nMawe6","2017-04-07T22:00:00+0000","video","https://www.facebook.com/WardVillage/videos/907244606082611/","310668279073583_907244606082611",NA,11,0,1,12,2017-04-07 22:00:00,2017-04-07 12:00:00,"04/07/17","12:00","12"
"164",164,310668279073583,"Ward Village","Did you know anthurium plants help to purify the air in your home?  Pick one up at the annual Anthurium Plant Show & Sale on 4/14  4/15 > http://bit.ly/2nFoRun","2017-04-03T05:30:00+0000","link","http://bit.ly/2nFoRun","310668279073583_902617303212008",NA,8,0,0,8,2017-04-03 05:30:00,2017-04-02 19:30:00,"04/02/17","19:30","19"
"165",165,310668279073583,"Ward Village","We're giving away 1 prize for every week of April, starting today! All you have to do is Dress to Match the Honolulu Biennial artwork, post a photo & hashtag! Full details here > http://bit.ly/2omgCTU

Art: Breathing Flower by Choi Jeong Hwa | Dress: Noa Noa Hawaii, Ward Centre","2017-04-01T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/902608899879515/?type=3","310668279073583_902608899879515",NA,4,0,1,5,2017-04-01 18:00:00,2017-04-01 08:00:00,"04/01/17","08:00","08"
"166",166,310668279073583,"Ward Village","Lion, is a film about 5-year old Saroo, who gets lost on a train and ends up thousands of miles from his home in India. 25 years after being taken in by an Australian family, Saroo sets out on a journey to find his first home. Free tickets to our April screening of Lion are available here > http://bit.ly/CCinemaApr17","2017-03-30T22:45:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/892226277584444/?type=3","310668279073583_892226277584444",NA,4,1,0,5,2017-03-30 22:45:00,2017-03-30 12:45:00,"03/30/17","12:45","12"
"167",167,310668279073583,"Ward Village","We're giving away 4 prizes to 4 people who dare to become a part of the art with our #DressedToMatch contest! Contest runs from 4/1 - 4/30. Details here > http://bit.ly/2omgCTU","2017-03-30T22:15:00+0000","link","http://bit.ly/2omgCTU","310668279073583_901942656612806",NA,5,0,0,5,2017-03-30 22:15:00,2017-03-30 12:15:00,"03/30/17","12:15","12"
"168",168,310668279073583,"Ward Village","Heralded by many big-name publications as the top art event to check out in 2017, here's why the Honolulu Biennial is something you don't want to miss!","2017-03-29T19:51:04+0000","video","https://www.facebook.com/WardVillage/videos/901348910005514/","310668279073583_901348910005514",NA,44,1,37,82,2017-03-29 19:51:04,2017-03-29 09:51:04,"03/29/17","09:51","09"
"169",169,310668279073583,"Ward Village","Did you know there are weekly docent-led tours of The Hub every Thursday and Saturday? Details here > http://bit.ly/2nupzwl

Art: Fiona Pardington from the series Nabokov's Blues: The Charmed Circle","2017-03-28T04:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/900340513439687/?type=3","310668279073583_900340513439687",NA,3,0,0,3,2017-03-28 04:15:00,2017-03-27 18:15:00,"03/27/17","18:15","18"
"170",170,310668279073583,"Ward Village","Have you stopped by the Ke Kilohana Art Gallery in South Shore Market yet? > http://bit.ly/2mumE7E","2017-03-23T04:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/897412000399205/?type=3","310668279073583_897412000399205",NA,7,0,0,7,2017-03-23 04:15:00,2017-03-22 18:15:00,"03/22/17","18:15","18"
"171",171,310668279073583,"Ward Village","Meet Hernan. A Ward Village regular who's been sharing our neighborhood's transformation through film photography. > http://bit.ly/2mK1Nc2","2017-03-21T04:15:00+0000","link","http://bit.ly/2mK1Nc2","310668279073583_896188570521548",NA,6,0,0,6,2017-03-21 04:15:00,2017-03-20 18:15:00,"03/20/17","18:15","18"
"172",172,310668279073583,"Ward Village","The newest issue of the Forward Journal, dedicated to everything art in connection to the inaugural Honolulu Biennial, is live online! Want a hard copy? Pick up your free issue on stands throughout Ward Village. > http://bit.ly/2mPGbOH","2017-03-18T18:00:01+0000","link","http://bit.ly/2mPGbOH","310668279073583_893244597482612",NA,6,0,0,6,2017-03-18 18:00:01,2017-03-18 08:00:01,"03/18/17","08:00","08"
"173",173,310668279073583,"Ward Village","What's been your favorite Honolulu Biennial installation so far?

Art: Ken + Julia Yonetani, Crystal Palace: The Great Exhibition of the Works of Industry of all Nuclear Nations (series)","2017-03-16T22:15:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/892605080879897/?type=3","310668279073583_892605080879897",NA,9,0,0,9,2017-03-16 22:15:02,2017-03-16 12:15:02,"03/16/17","12:15","12"
"174",174,310668279073583,"Ward Village","You might have thrown shakas your entire life, but do you know where the famous hand gesture comes from? Learn where on the blog! > http://bit.ly/2mDNBmn

Art: Nature Graffiti by TeamLab, at The Hub | Honolulu Biennial","2017-03-15T22:31:01+0000","link","http://bit.ly/2mDNBmn","310668279073583_892233140917091",NA,5,1,1,7,2017-03-15 22:31:01,2017-03-15 12:31:01,"03/15/17","12:31","12"
"175",175,310668279073583,"Ward Village","Have you checked out Yayoi Kusama's I'm Here, But Nothing room on the 3rd floor of the IBM Building? It's a site of the Honolulu Biennial that's definitely worth seeing! 

Details here > http://bit.ly/2nnv7Xb","2017-03-14T22:15:05+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/892230100917395/?type=3","310668279073583_892230100917395",NA,21,0,2,23,2017-03-14 22:15:05,2017-03-14 12:15:05,"03/14/17","12:15","12"
"176",176,310668279073583,"Ward Village","One of our favorite parts of the Ward Village neighborhood? Retail! Through the month of March, spend $250 or more when you shop, dine, and play in Ward Village for 2 complimentary movie tickets AND free valet (tip inclusive). Details here > http://bit.ly/2mUisNt","2017-03-14T04:15:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/892192824254456/?type=3","310668279073583_892192824254456",NA,2,0,0,2,2017-03-14 04:15:01,2017-03-13 18:15:01,"03/13/17","18:15","18"
"177",177,310668279073583,"Ward Village","With the use of recycled plastic, marine debris and more, the keiki will get to create sculptural collages inspired by artist Choi Jeong Hwa (Breathing Lotus) at Art Explorium's 'Floating Sculptures' workshop TODAY at the IBM Building from 1:30pm - 3pm. The sculpture will ""float"" just as Hwa's does.

To register, click here: http://bit.ly/2lII40q","2017-03-11T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/889647317842340/?type=3","310668279073583_889647317842340",NA,8,0,0,8,2017-03-11 18:00:00,2017-03-11 08:00:00,"03/11/17","08:00","08"
